logFC	AveExpr	t	P.Value	adj.P.Val
CAV1	146.086064609318	24.5883281643102	6.06827045897752	4.43295813364559e-08	1.94737370080222e-06
QKI	76.0191333258947	25.7049430925246	6.06540812798901	4.48682327752384e-08	1.96625228824497e-06
VWF	68.658700687109	20.8943909275309	6.0615343448326	4.56075354061416e-08	1.99381126333629e-06
JUNB	258.955584321487	66.0287245679012	6.04828787586255	4.82276895537123e-08	2.10326312775912e-06
PLBD1	45.47276249404	10.5913781532279	6.04210295940041	4.95014558033268e-08	2.1536115289857e-06
CYTL1	24.50247901432	3.26851624074074	6.0375962752971	5.04504673084845e-08	2.18962304628531e-06
IL33	46.9771178690801	7.83009413637387	6.0349619587718	5.1013496787729e-08	2.20874984293153e-06
CPB2	5.30935555038237	0.599085193827161	6.03095904037507	5.18809363081295e-08	2.24093374412267e-06
SHROOM4	4.00498556004522	1.03438531702354	6.02784595172645	5.25656038098057e-08	2.26508825008602e-06
CXCL12	88.2589300236059	13.1953524809613	6.02007767569204	5.43132547837727e-08	2.33482336933575e-06
PMP22	94.6951110819521	24.2150782696663	6.01422602147302	5.56674938443463e-08	2.38735534764768e-06
PLK2	68.9455496839688	19.9360910435568	6.01124436141413	5.6370304128592e-08	2.41176739583348e-06
FHL1	132.126218622784	33.7091285219618	6.00570365368953	5.76996574423105e-08	2.45943082012789e-06
RBPMS2	6.450696389779	1.64022761100469	6.00546840118707	5.775678026775e-08	2.45943082012789e-06
RAMP3	48.4477393296853	8.18103136773817	6.00283074578616	5.84010778625972e-08	2.48101520190398e-06
THSD7A	15.8403909800819	1.5161245189131	5.99688414391018	5.98797991342495e-08	2.53786331776731e-06
CRTAP	100.669881979757	42.3963230493827	5.99531965451256	6.02749390655926e-08	2.54848589355713e-06
COX7A1	22.3391172243065	7.40859764074074	5.99477644841915	6.04127367733289e-08	2.54848589355713e-06
ERF	78.1521816952108	25.8427977217041	5.98803634894038	6.21486228840575e-08	2.61560229876843e-06
EGFL7	59.1723866304393	17.3507302938272	5.97235988335731	6.63787851391487e-08	2.78713712950542e-06
CFH	84.0875740142577	15.0064415242972	5.95481994628541	7.14492863069685e-08	2.99307857139749e-06
CSMD3	7.7620310912565	0.71221198129901	5.95418789456293	7.1638967150327e-08	2.99407766643323e-06
EXTL1	2.41181528231819	0.411367846296296	5.9320736976667	7.85977539227874e-08	3.27732666761184e-06
TNFSF12	35.3431015967349	11.6160380544576	5.92962081677507	7.94095630279237e-08	3.30354760476766e-06
ADM5	4.70353713219373	1.11724967901235	5.92043706555719	8.25231834304264e-08	3.42518638353184e-06
ANXA8L1	8.59829012717726	1.26225162270621	5.9194975598736	8.28484222580693e-08	3.43079877034275e-06
HAPLN4	3.36005416831151	0.292183915030235	5.91723304028693	8.36375629896316e-08	3.45555194457162e-06
TRPC6	9.07894255529489	2.80308741829096	5.91128315006314	8.57465007934558e-08	3.5345960543969e-06
EDNRA	19.6552453268237	5.36311711033533	5.87171908635285	1.01167187916536e-07	4.1539710593331e-06
SEMA3B	25.5827778364949	6.38833201393048	5.87156524095209	1.01232194190339e-07	4.1539710593331e-06
FCN1	17.5402926753486	2.88412399259259	5.86926606993163	1.02208615413263e-07	4.18452732718019e-06
GPX3	281.724916349713	51.0428539787797	5.85926066227241	1.0656704394271e-07	4.35309497372313e-06
L1CAM	129.793242533184	23.3983342153008	5.85356466230846	1.09129613564367e-07	4.44770919391569e-06
RHOQ	68.3679523015595	29.0114609716049	5.84942187606214	1.11031488565817e-07	4.5150304640897e-06
HEYL	22.4172725261658	6.40666087654321	5.84761928818814	1.11869193228266e-07	4.53887254772213e-06
LRRC75B	20.394822135901	6.01611473604822	5.84513730682899	1.13032835152525e-07	4.5758023288763e-06
RBMS2	16.6365068315286	6.63543667509585	5.83795263664385	1.16468970223085e-07	4.70075602918495e-06
LCNL1	1.85766844714578	0.19364746759102	5.83760011170857	1.16640193911651e-07	4.70075602918495e-06
EVA1B	35.3371152436647	13.5707413580247	5.8169218511454	1.27130180974894e-07	5.11210560690805e-06
FMO2	53.0245238946019	9.14289281358025	5.81577469271526	1.27738609918594e-07	5.12515689351159e-06
CYS1	4.32761544344579	0.651401277530864	5.80762342138037	1.32145323705609e-07	5.29020802550947e-06
NAB2	27.0099078916321	10.0793663778429	5.80379363594884	1.34267189621743e-07	5.36326130225791e-06
VASH1	50.3890946012296	14.8621482753086	5.80132348348821	1.35653540752172e-07	5.40667699399662e-06
MDFI	64.6286020916894	11.6704974528722	5.7915365895106	1.41286409179638e-07	5.61877999501841e-06
MIR22HG	18.7687387235212	5.85397340978718	5.77541498795498	1.51071945523988e-07	5.9947340141442e-06
BCAR3	18.4542274011741	7.42625972753086	5.77147414834417	1.53563794082314e-07	6.0802506626232e-06
ADAMTS7	21.8002547739991	4.12141178518519	5.76733247862948	1.562262853403e-07	6.17213475233943e-06
BDH2	52.4174821940415	24.7550402120407	5.76512252220365	1.57665525493612e-07	6.21539533359641e-06
LINC01140	7.05340801853863	1.91408996233076	5.74675596103768	1.70143390768954e-07	6.69267738634742e-06
TNFRSF19	82.8803121408627	15.17863740237	5.7409937466995	1.74255001950294e-07	6.83950882654905e-06
SOX17	4.43735995243665	0.858196283950617	5.73767671028729	1.76666096549572e-07	6.9191027618276e-06
AOC3	62.5048309874111	9.03729088694631	5.73303909165031	1.80092284211115e-07	7.03802205937593e-06
PLXNB3	75.9453134800801	10.0135615108867	5.72905283713528	1.8308950859786e-07	7.13969995191006e-06
LDLRAD2	2.88433938557505	0.680336862962963	5.72345968989522	1.87377941094552e-07	7.29118260013392e-06
TGM2	145.64619219029	29.2131667518686	5.71688990537335	1.92541680608444e-07	7.46204395693296e-06
RASGRP2	20.8280362921054	3.83471886957348	5.71682229843803	1.92595540511258e-07	7.46204395693296e-06
FCN3	70.5063193181915	6.70623238128698	5.71354197739087	1.95226754171241e-07	7.54779239092454e-06
PHLDA3	27.7604338017844	10.3458087728395	5.69994091708216	2.06519388681838e-07	7.9673238518175e-06
PTPN13	12.8703236954894	3.55790478192417	5.69685260488181	2.09171823194603e-07	8.04195461378865e-06
ADGRL2	75.3077640332521	19.4884015223749	5.69665265289974	2.09344706091424e-07	8.04195461378865e-06
R3HDML	1.1469913505623	0.138782961728395	5.69429697899196	2.11392098669439e-07	8.10336378232851e-06
SHE	7.9871000179937	1.6120712382716	5.69300239111235	2.12525649933123e-07	8.12955637614942e-06
JAM2	22.2810961889288	5.45831675259059	5.69079916170707	2.14468592767586e-07	8.18653370490223e-06
ABCA6	7.8686141317251	1.79072720542111	5.69026213338695	2.14944822426809e-07	8.18740246606757e-06
CTNNB1	262.728763874348	117.87730298334	5.68255211403272	2.21897862463995e-07	8.43445454060513e-06
PCDHB7	7.03891790089968	1.06885391481481	5.68025624659614	2.24010782289886e-07	8.49687956773928e-06
NTN4	24.7679474271588	6.41337128181635	5.67673122032482	2.27293531339829e-07	8.60332223970776e-06
PRELP	30.6948869071825	5.65906259259259	5.67336548444463	2.30472123587367e-07	8.70538533759395e-06
LINC00987	2.3486136382966	0.605073958024691	5.67070971177887	2.33011084492846e-07	8.78291258980862e-06
TJP1	34.1865019698405	16.4524105418235	5.64461120157264	2.5947329230167e-07	9.75997977605552e-06
ST6GALNAC6	38.1896400016731	20.4670105243361	5.643878085896	2.60257828217962e-07	9.76913739807756e-06
FXYD7	5.58926347816164	0.690376581728395	5.64149545521932	2.62823735083462e-07	9.84498451645625e-06
LRRC4C	7.69274915761504	1.08618371396488	5.63968486384626	2.64790235697214e-07	9.89811119153872e-06
LGI3	3.90233799300283	0.424087826282771	5.62675393068143	2.79261942659795e-07	1.0417509038683e-05
CLEC14A	32.2487021274554	8.02050444444444	5.61530876978546	2.92718370922482e-07	1.08969694577431e-05
ARSB	9.96824177946802	4.72597806014284	5.60729838635288	3.02513964476291e-07	1.12384560259659e-05
EFCC1	5.80979992213005	1.12863996667132	5.60534088985538	3.04956334650245e-07	1.13059273554624e-05
TPSAB1	62.8171052276133	7.9304828426802	5.60147608373223	3.09835563198722e-07	1.14632809294117e-05
SFRP2	194.256555902984	30.569935345679	5.59984470185997	3.11918125587406e-07	1.15167316103898e-05
SCARF1	9.03976349321356	2.84099901232346	5.59511834851373	3.18029676953374e-07	1.17184200354963e-05
ESRRB	16.4405948777839	1.34312992153859	5.58935204610071	3.25645684533176e-07	1.19746086237199e-05
AKAP12	38.0566694636881	10.845757329711	5.58071107900577	3.37395545128427e-07	1.23814564375889e-05
TFPI2	28.3208006241715	3.45118505185185	5.5725858185656	3.48824131893084e-07	1.27748878323116e-05
SOCS2	81.8886824401661	14.5117190192625	5.56918039575214	3.53726501969971e-07	1.29282024151171e-05
SIX5	13.7689632142235	3.74745666951921	5.56517664849527	3.59576929625525e-07	1.31154777058361e-05
CCDC68	7.00641831077473	1.4800622186185	5.55053614463153	3.8179179135624e-07	1.3897683050276e-05
TLR2	11.9102681936422	3.16376468395062	5.54585739815743	3.89171671641906e-07	1.41378159587417e-05
FMO3	15.1035303135553	4.34300223333333	5.53967774794708	3.99134312874287e-07	1.44706225280025e-05
SOX18	19.775141479952	4.45318959259259	5.53003729327267	4.15179225948421e-07	1.50221661813602e-05
OSR1	8.54490757879742	1.60333277358025	5.52790872154915	4.1880644301444e-07	1.51231006572514e-05
TLCD2	1.75883024336482	0.59569724691358	5.52188671020268	4.29237926750448e-07	1.54688438472641e-05
TIE1	20.5284769981901	5.59585782111111	5.52072186639287	4.31284983074583e-07	1.55116541223338e-05
PDGFRB	68.1450358803413	21.2227670411467	5.51938829768183	4.33640336231923e-07	1.55568560954802e-05
PMEPA1	39.93131481189	13.9833796461828	5.51903578829094	4.34265049688286e-07	1.55568560954802e-05
ANPEP	15.2237777501572	3.86880968203605	5.51688942355079	4.38087954093414e-07	1.56627287349635e-05
SUSD2	33.4785190281586	5.87344583074074	5.50529592480958	4.59316279995053e-07	1.63892399907326e-05
SH2B3	15.8473211397661	7.65594141358025	5.50303302758075	4.635761695082e-07	1.6508614872723e-05
POU3F3	38.191086841315	3.78211379407407	5.50012287220663	4.69111642808882e-07	1.66728557301464e-05
KLHDC8B	24.6317230377718	12.4761941641975	5.49889849144866	4.7145993602383e-07	1.67233971412775e-05
CTDSP1	62.5361958542582	36.3066154706925	5.49635108793051	4.76382800956042e-07	1.68625920187465e-05
CPA3	34.787360897166	4.54370448395062	5.49590400769489	4.77251981256131e-07	1.68625920187465e-05
FEZ1	46.2262997667962	8.95851166661472	5.48413836978825	5.00694505672761e-07	1.76547699603161e-05
RASGRP4	1.64426533311855	0.467195914448479	5.48368104775492	5.01628191062984e-07	1.76547699603161e-05
NOSTRIN	18.7312301089665	6.2979419609806	5.47751909259694	5.14376762407498e-07	1.8068234329314e-05
DLX2-AS1	1.3787346334383	0.148003409876543	5.47459819832266	5.20530560551666e-07	1.82488917878841e-05
TAL1	3.41910677435467	0.876333987818556	5.47155313042779	5.27022991009332e-07	1.84406978733982e-05
HIC1	10.6973951368988	3.32003041032491	5.46677033142777	5.37381436384606e-07	1.87667733731607e-05
ZNF595	43.8241981712612	10.3016097723306	5.46182559933467	5.48300885308952e-07	1.91111437919944e-05
P3H2	21.419836798515	4.22267377087499	5.45953510422477	5.53432582954607e-07	1.92528425534594e-05
PCDH1	18.3325022159416	6.40052126420096	5.45322428726294	5.67816904975657e-07	1.97152581141067e-05
CASS4	7.11325580294197	1.72264567432099	5.45139641857448	5.72051355357909e-07	1.98241597331805e-05
ANKRD1	7.69640256387764	1.04714504567901	5.44995515440712	5.75412056522284e-07	1.99024227595974e-05
MYCT1	10.8537907054883	2.74317793991728	5.43713311363215	6.06176729036616e-07	2.09264260855757e-05
NOTCH2	34.3174157899712	8.18205463718889	5.43647475154552	6.07799254238624e-07	2.09289948914031e-05
CLIP4	17.7556100383882	5.76922262698318	5.43595185070429	6.09090975851108e-07	2.09289948914031e-05
CALCRL	36.0733034583433	8.70544278901344	5.43569410376385	6.09728679749545e-07	2.09289948914031e-05
GPER1	2.50042247977485	0.540945291565548	5.4321391395668	6.18591373609003e-07	2.1192916983891e-05
VSTM4	7.5076965791423	2.5778954345679	5.42945905723434	6.25356484394851e-07	2.13370083512418e-05
ACTA2	437.354861678625	120.769847896345	5.42933912240669	6.25660918742158e-07	2.13370083512418e-05
CAV2	57.9911030218092	12.331487740663	5.4290708017993	6.26342532603609e-07	2.13370083512418e-05
ESAM	45.6538242398122	14.478437500979	5.42661895590019	6.32604825566054e-07	2.15097554154334e-05
AJUBA	10.9760977794461	3.31076208103002	5.41105257396679	6.73822297509248e-07	2.28681608675366e-05
HNF1B	2.1083871074149	0.429495885185185	5.40708981068481	6.84729391261692e-07	2.31947263775419e-05
IFITM2	195.961214510378	69.866032305116	5.39841555972827	7.09213010771889e-07	2.39791028267537e-05
FOXF2	8.95691642502624	2.23742048765432	5.38734403451428	7.41714959843556e-07	2.50311469158419e-05
FGFR4	14.2766013703449	2.45222272241176	5.38113315487874	7.60583511872015e-07	2.56200285575545e-05
TMC6	53.3833818429239	17.7773022363569	5.37961623340573	7.65263023748743e-07	2.57296534334889e-05
HYAL1	7.3935888898137	1.5632163678533	5.372084701786	7.88918615034103e-07	2.64756981309307e-05
SYNPR	10.4200267606359	1.69896984360529	5.37018170431147	7.95008390896569e-07	2.66305686412571e-05
PDE1B	3.62975104038466	1.36931111986158	5.36860052897911	8.00103382083537e-07	2.6751604747256e-05
CAPN5	16.991983964643	5.14857593470449	5.36069893434161	8.26048716488224e-07	2.75358587972706e-05
SNX1	130.647158276921	60.377161281955	5.3605308360031	8.26609552374448e-07	2.75358587972706e-05
LSAMP	36.3736089758815	9.14302912744781	5.35737583816985	8.37205347069236e-07	2.7837463243711e-05
SCEL	17.6763129220196	2.05173452051542	5.35467880649789	8.46368693789348e-07	2.80904168499387e-05
CD34	44.1088478052302	12.235620654992	5.34634224097891	8.75319521115373e-07	2.89979705573175e-05
IKZF4	20.8773538294397	5.8404967978163	5.34434897807474	8.8238431316143e-07	2.9178477608296e-05
GLI3	19.0434260716472	2.4198725731861	5.33331634470161	9.22511393039605e-07	3.04496219402743e-05
LINC01297	23.9173716610586	2.61964036666667	5.3323828681449	9.25987580836213e-07	3.0469997229696e-05
MIA	42.6547030610446	6.03106292864902	5.33224450358255	9.26503931271288e-07	3.0469997229696e-05
TMEM213	1.54903897188484	0.402674020987654	5.33034989695661	9.33602728093746e-07	3.06476313740593e-05
NDNF	33.2311745436133	5.13078693541975	5.31901152754837	9.77214704589879e-07	3.20210734870604e-05
LIX1L	16.340064922777	8.99811839506173	5.31808499202695	9.80865608469159e-07	3.20824792770121e-05
HEPH	11.1556616296536	2.71775145288138	5.31585948802851	9.8968970236832e-07	3.23125634290416e-05
PDLIM7	92.1037313679876	35.8986001672806	5.30074184434205	1.0517264811499e-06	3.42379573221851e-05
CST6	11.3838690861299	2.37243147160494	5.30056967414462	1.0524545175194e-06	3.42379573221851e-05
LAMC3	11.2143436605989	3.30009900396519	5.298435270822	1.06152117507742e-06	3.4470800028818e-05
TRIB2	174.565956767521	45.0347798222222	5.29666726639132	1.06908939264386e-06	3.46542351601166e-05
PDE8A	53.1466817551817	15.8144606380327	5.29325356123481	1.0838523223841e-06	3.50698094635215e-05
ACKR1	44.7302710172384	5.98631927959383	5.2866340966493	1.11305082834527e-06	3.59501479530839e-05
SLCO2A1	33.7449331251237	6.55740259753086	5.28032299041569	1.14160682705423e-06	3.68066272544002e-05
SLC35F1	28.5605803767851	3.58326633358025	5.26349222341117	1.22132033308633e-06	3.93064859427339e-05
MGP	956.91250742894	214.956655414815	5.26116630965862	1.23275688964279e-06	3.96039602179725e-05
MAP4	53.8662753751007	31.2217204485871	5.25470499094256	1.26508108063953e-06	4.05702289714862e-05
S100A16	108.930815557447	33.0035050240227	5.24316861470168	1.3248729716507e-06	4.24123785516903e-05
RND3	57.0876668428498	17.6600003729454	5.2384971659547	1.34986487217309e-06	4.31359473753721e-05
PACSIN3	35.2609919273808	7.63929957044617	5.23667879006511	1.35971748053397e-06	4.33359666078123e-05
MSLN	14.1346991057902	2.63006490776745	5.2364569012939	1.3609245675231e-06	4.33359666078123e-05
OVCH1	1.50876527847953	0.210749247777778	5.23229952668302	1.38373607297038e-06	4.39847795730285e-05
GRID2	6.6450592209087	0.510785336488717	5.22820842118528	1.40654962767794e-06	4.4631377025879e-05
EFEMP1	106.999536134797	22.746359108412	5.22246140465155	1.43922087793183e-06	4.5587952545718e-05
TIMP2	176.497580262652	70.2209810687355	5.2145393291018	1.48547906743153e-06	4.69707960813945e-05
IL1R1	42.6656342604349	9.47436982394325	5.20902438602723	1.51853853495503e-06	4.79321909940789e-05
ICAM4	2.35430888284968	0.587039770824778	5.18376741535436	1.67938511488982e-06	5.29167508714409e-05
FRMD6	41.4002066083123	10.9880477152334	5.1765557223683	1.72829778583489e-06	5.43630949882386e-05
AASS	12.6888761889966	3.9103592472016	5.17389315493716	1.74670682369072e-06	5.48195364345348e-05
ZYX	78.2344782563287	30.7894862687063	5.17358046013276	1.74888136174423e-06	5.48195364345348e-05
LTBP2	51.2790127495741	11.6306312920988	5.16782736016579	1.78936588744076e-06	5.59913363912357e-05
BCAP29	71.7691711801211	40.5013102090337	5.16267180380363	1.82642426974273e-06	5.70520591526039e-05
TNS3	36.9742945916306	15.0742098710696	5.15713135108653	1.86708716946017e-06	5.82215178663271e-05
DCBLD2	55.04938187032	18.1657799559309	5.15063989451784	1.91585833129507e-06	5.96393485716077e-05
RHOB	202.451058959364	74.0139901234568	5.14872346310317	1.93049369982765e-06	5.99915038733016e-05
MTUS1	50.5181663827732	22.2257316718898	5.14768214959275	1.93849182264869e-06	6.01365461476324e-05
PCDHGA5	2.53087506334138	0.518447817013837	5.139950999315	1.99889639371461e-06	6.19040727075769e-05
ARHGEF26	44.3160264660414	12.2423900499398	5.13746217698817	2.01873113288292e-06	6.24112852811662e-05
GNG12	36.7605563938071	15.8180120580247	5.12636822879078	2.10951343493018e-06	6.49994023586115e-05
SIPA1	41.1303447713581	24.7476991923333	5.12635243102442	2.10964551548858e-06	6.49994023586115e-05
ETV4	49.4850392130202	8.46925659943011	5.12583901270497	2.11394246670681e-06	6.50208368592698e-05
CSPG4	10.6827695759634	2.86957277654321	5.12426839748089	2.12714067008483e-06	6.52261993486147e-05
ST3GAL2	14.6444844576308	6.76061270691358	5.12418491506469	2.12784444288751e-06	6.52261993486147e-05
FHOD1	24.8878544953786	11.9298033293827	5.12320888271903	2.13608951034763e-06	6.5367959507333e-05
TFPI	44.6806026865421	14.2593162972494	5.12201128706639	2.14624897315397e-06	6.55677245521064e-05
PLEKHO2	24.2007099925864	9.33913792481126	5.12071159203084	2.15732808081438e-06	6.5794862329567e-05
CRISPLD1	49.1289395949944	6.23548145827376	5.11491347897063	2.20743912361603e-06	6.72096346996414e-05
LINC01446	2.05193925899235	0.22892861691358	5.08960585079159	2.43983008965954e-06	7.41601553346852e-05
VAX1	1.77165120136902	0.137089313209877	5.08573514370165	2.47742218638536e-06	7.51762312188029e-05
ST6GAL1	84.6169700198725	27.6023582160084	5.08478531048127	2.48673315280803e-06	7.52205857709003e-05
ARHGAP6	4.21284457141765	1.16489123942771	5.08473612185402	2.48721626725159e-06	7.52205857709003e-05
COL13A1	7.47569659712411	2.2310944243008	5.08268050202371	2.5074881911804e-06	7.57068550029467e-05
ARPC1B	172.140937957527	84.7035953711494	5.07413901292628	2.59346692304331e-06	7.81720288740351e-05
IFFO1	17.7308458400364	4.90191953964754	5.07266437034445	2.60859979340527e-06	7.8497115449887e-05
KCTD15	57.5341505406023	16.3193020216182	5.06775504244169	2.65960462590508e-06	7.9898771249112e-05
TLE4	50.4083643954648	12.2059146992455	5.06475682713404	2.69123259809095e-06	8.07146255125117e-05
PLS3	230.69918268328	64.4707927948906	5.05512859198174	2.79530783972989e-06	8.36969868098228e-05
BTNL9	20.0165861817749	4.32162804983951	5.04250964215994	2.93768798492777e-06	8.78144976289252e-05
FAM124B	2.61863305152701	0.634340472178144	5.04060671897064	2.95976509138114e-06	8.83281962394818e-05
MMRN1	13.4453912592031	1.96892792932864	5.03728430422776	2.99870017432077e-06	8.93424614642929e-05
LAMA2	11.6600455043155	2.74384100655841	5.03553456792396	3.01940602935455e-06	8.98111628665511e-05
GNG11	42.7929470805218	9.65059148148148	5.03124140792886	3.07080402871481e-06	9.11897479250755e-05
PKD2	31.7806888013962	12.499127954817	5.03029422393025	3.08225842730057e-06	9.13795991870474e-05
CARD9	5.14488303403121	1.7741330732675	5.02650937644934	3.12844736423851e-06	9.25969133792234e-05
USHBP1	4.1116500169602	1.93745392732115	5.01889855654611	3.22338456056669e-06	9.52507499853217e-05
ERG	11.9919398855174	3.67743124346405	5.01585041907623	3.26219169145939e-06	9.62399852766328e-05
CYP4B1	57.0189400914067	8.666222249017	5.01121118838528	3.32213364070898e-06	9.77878554346362e-05
FKBP7	28.6054517820063	17.9367576555556	5.01095375593486	3.3254911790012e-06	9.77878554346362e-05
CLEC1A	5.0697661636071	2.11710742881425	5.00567112152148	3.3951263190534e-06	9.96731799845677e-05
LPAR6	34.1218970697708	11.3471426032831	4.99823320842943	3.49559323148496e-06	0.000102456064601398
ROR1	6.80813011482307	1.87361824648365	4.98969256299632	3.61454089995541e-06	0.00010577072276936
GATA6	6.25722972018293	2.2466025962963	4.98580832796999	3.66993730279887e-06	0.000107217990294553
COL6A1	140.223710088082	42.177386365679	4.98514464657032	3.67948524654708e-06	0.000107323273225214
RNASE4	21.252521585076	5.83465090656167	4.98367815486581	3.70066883196309e-06	0.000107767057679183
PAPSS2	20.4719230175508	6.05559498457606	4.98170603778786	3.72934416819913e-06	0.000108427228593938
KIF1C	30.5472722487929	12.2317044037037	4.97820853555838	3.78073398322486e-06	0.000109744617471262
EDN1	11.3887122917979	3.2753134691358	4.97547083584358	3.82144189036516e-06	0.00011057318224838
CPA6	0.939764010525808	0.160117881029877	4.97546515771743	3.82152676394289e-06	0.00011057318224838
GPRC5A	57.0251233930392	10.9741373151383	4.96766051144084	3.93994416234773e-06	0.000113817106961901
PTPRJ	33.6658614881931	10.4719017303704	4.96687553794589	3.9520508242435e-06	0.00011398446906025
RERG	16.0946451516058	5.4416955581766	4.96158626275534	4.03458000127399e-06	0.000116179173720896
SEMA4C	77.9695002382516	29.0986478382716	4.95499779045618	4.13973763684955e-06	0.000119017457059425
HSPG2	63.6395048291275	25.0948269915118	4.95414439681398	4.15355283396537e-06	0.000119224795575906
TBC1D9	17.6006917056701	8.45598139103704	4.9452887976911	4.29959617968638e-06	0.000123220966705139
MGAT3	12.9679267752737	4.05001598024691	4.9384885238423	4.41513607323911e-06	0.000126331666881667
SGCA	31.9543406204055	3.30871028410547	4.93613683133017	4.45579359856618e-06	0.00012729328073119
ITM2C	230.214395864846	87.0620575697589	4.93335365524587	4.50438334728909e-06	0.000128478106374889
HPGDS	4.68920237105912	1.04952171864381	4.93245332478935	4.52021211691335e-06	0.00012869911502982
TMEM167A	56.7177646903126	48.8155667781499	4.93210287048852	4.52638814976106e-06	0.00012869911502982
CUL7	30.1429689973309	12.1847457654321	4.93118492497383	4.54260411976385e-06	0.000128957102802416
FAM189A2	12.4363348629923	3.34258880421021	4.90094175747886	5.10975750186051e-06	0.000144829939868276
C1QTNF7	6.23571124191337	0.759188423545346	4.89310054535101	5.26774069444937e-06	0.000149073758994175
RBMS1	45.9120793525085	23.1724089950716	4.88643870230632	5.40569882122222e-06	0.000152738485472875
ECM2	20.1012705455391	4.64329218641975	4.88566686889562	5.42190857457329e-06	0.000152957123928001
TGFB1I1	25.5189482781743	11.6025961872171	4.88337934719262	5.47022930616556e-06	0.000154079547773509
MAP3K12	35.7996351570088	14.0838620719468	4.87624615650149	5.62362148550513e-06	0.000157944901817314
RXRA	17.7662743870073	7.07113526870788	4.87618495645663	5.62495551750389e-06	0.000157944901817314
KANK2	68.6472225447443	37.6137705679012	4.86698271864291	5.82909771476289e-06	0.000163422918074603
NID2	24.7546619447565	8.08842326342899	4.86498757911997	5.87430185388528e-06	0.000164434914685114
PBX2	106.506362791738	45.5853282135802	4.86375000926251	5.902513275484e-06	0.00016496885013756
PDE3A	4.66588904236017	1.17952692222222	4.86225106738631	5.93685988600903e-06	0.000165672341950376
SNCG	17.0529255506032	5.05006295926778	4.85835246801682	6.02710743153233e-06	0.000167931210920241
COL5A2	81.1853308285455	20.5258773338099	4.85737447838408	6.04995572528644e-06	0.000168308090323647
CPXM1	87.165038060129	16.3544450246914	4.85289771904133	6.15562698007283e-06	0.000170933239369401
ZEB1	26.2664081089587	9.758594247623	4.85257753502018	6.16325332758127e-06	0.000170933239369401
ECSCR	36.024997022792	9.68032660493827	4.85149343608907	6.18914356681887e-06	0.000171388017022875
JPH2	2.21621546185335	0.44843325308642	4.8502197623348	6.21969671721535e-06	0.000171970328069408
LINC00924	1.1766892645599	0.244444935802469	4.84220279121111	6.41541367771283e-06	0.000177110541209641
H6PD	13.7092734229135	6.25322951755938	4.83997239197659	6.47092342648385e-06	0.000178370263305597
GIMAP8	12.4032065381466	2.92638415185185	4.83875012631084	6.50154129335696e-06	0.000178941048859085
KDM5D	49.9812439218051	12.687639526224	4.83714445863206	6.54197815917346e-06	0.000179779932517316
NCKAP5L	14.7046447102564	5.75115894691358	4.83580980010698	6.57577651189162e-06	0.000180434110824017
CU104787.1	1.90068762498126	0.141251679012346	4.83275404504681	6.65380159947106e-06	0.000182028821368838
SAMD14	20.8793988691053	4.4454120956374	4.83274405054924	6.65405827213699e-06	0.000182028821368838
DPYD	20.1146832836032	7.41105336790123	4.83201715305223	6.67275192032277e-06	0.000182249727377066
GIMAP1	6.64863325333633	1.68187270740741	4.83164580007071	6.68232176813171e-06	0.000182249727377066
DUSP1	248.223410584795	71.2668887654321	4.82979168246877	6.73030332742698e-06	0.000183281488049313
MFSD7	7.97147983926617	2.88723616966671	4.82720142388214	6.79789781287603e-06	0.000184843441282344
TMEM2	54.9257767423951	20.2183651395253	4.80661361315748	7.35920336187571e-06	0.000199805137892731
S1PR2	10.0571885281152	4.79082137037037	4.80443144335387	7.42128091984884e-06	0.000201188028540347
FRMD4A	53.8766951161521	14.1880172925077	4.80305562757254	7.46068160460268e-06	0.000201952933090107
RAB11FIP5	7.99437473008408	4.16469750044526	4.80176249441419	7.49790022331213e-06	0.000202656569658534
KCNA4	4.98735534007947	0.73414845962963	4.79390934803695	7.7278440086079e-06	0.000208559377541728
MMP28	13.2401174756954	2.87972539273139	4.78065583178323	8.13158773305567e-06	0.000218859123751811
SHC1	59.9901778021244	35.3153581137149	4.78058727402686	8.13372871988177e-06	0.000218859123751811
EPB41L2	38.1689822887013	13.3893120851691	4.77907798800095	8.18100150256753e-06	0.000219803544834608
FBN3	94.1182559913179	16.7212255981521	4.76971259225849	8.48037744762093e-06	0.000227508491555417
ZNF781	8.58537297153846	3.13262894901235	4.75658977936931	8.91788064800966e-06	0.000238890704895867
FCGR2A	68.1289113101822	22.9104808631798	4.75220660967593	9.06885045621484e-06	0.000242574955536235
TBX5	10.18426247663	3.15499968816855	4.7505219227403	9.12753590320517e-06	0.000243783521793446
PECAM1	90.0519710304153	27.146667222273	4.73976993508686	9.51088327334008e-06	0.000253646968242474
KIAA1755	24.8484627081006	5.02203333283983	4.73708519294114	9.60902330801402e-06	0.000255886306528308
HDC	7.28484731427411	1.1715624390079	4.7203219023819	1.02444739448751e-05	0.00027240644635452
CPQ	24.9985602106215	13.2755515943863	4.71837493655049	1.03208774617713e-05	0.000273998908998635
MYL3	1.5341436251312	0.302981735802469	4.71802385137207	1.03347137650551e-05	0.000273998908998635
PRKCA	12.8081215690628	4.27705268444444	4.71381867572139	1.0501849754182e-05	0.000278021843565624
LCN6	3.60511751506412	0.342232024937442	4.71251850037868	1.05540559338272e-05	0.000278994846098464
