logFC	AveExpr	t	P.Value	adj.P.Val
NLGN2	38.3972440689303	9.02536618169473	4.70700728919546	1.07781667493242e-05	0.000284502632542468
HHLA2	1.18609209476456	0.256839656598414	4.70487148196213	1.08662576807268e-05	0.000286131490297292
AEBP1	163.841323135242	46.0782721299061	4.70474321343942	1.08715703319824e-05	0.000286131490297292
DDX3Y	66.6820951902729	19.1220638576543	4.70370227967886	1.09147775175638e-05	0.000286850521222146
SPRED2	29.1928880844025	15.1471061306173	4.69562578566572	1.12557427350925e-05	0.000295381446340255
ADAMTS10	33.1748999521718	6.75050391550988	4.68405066369801	1.17625395952639e-05	0.000308233167478213
OMD	5.55570245590043	0.950380554320988	4.67695667399579	1.20840360439872e-05	0.000316198943150998
OSBPL10	9.16311734472222	4.2481449252843	4.67322849777393	1.22564051412574e-05	0.000320245144465127
ZFP36	182.360217027205	53.6486282218069	4.66172395020227	1.28035184652666e-05	0.000334057118338712
NOTCH1	32.9580901639526	8.7208978	4.65880803529911	1.29459177546496e-05	0.000337285057806923
EMCN	21.4437310524088	6.18882486355982	4.65621128973488	1.30740258177922e-05	0.000340131896455676
SPACA6	21.8123148908898	8.34072247739018	4.63542479512566	1.41448989383297e-05	0.000366999533030738
GAPT	4.20980958976679	0.839531380166272	4.63537768129117	1.41474203815782e-05	0.000366999533030738
MST1	24.4280381589783	9.30799694703556	4.63407120505333	1.42175148066976e-05	0.000368288708514956
C1S	227.283509489482	65.0498000230274	4.63174653014515	1.4343072700936e-05	0.000370555588434572
TRNP1	26.5450359620633	9.03543650617284	4.63169121413647	1.43460734597489e-05	0.000370555588434572
RRAS	40.6512096821862	17.7104474901235	4.63064805170252	1.440277686935e-05	0.000371488766251593
GGT1	14.9814760250816	6.53575978336333	4.62440574306068	1.47466709082558e-05	0.000379310361386791
PDE4C	7.72203334907678	2.25283856885222	4.62438116396953	1.47480406365842e-05	0.000379310361386791
FAM162B	10.2884853179487	3.00853243950617	4.6231261373273	1.48181445558163e-05	0.000380571265939209
REST	12.0201451745877	4.31357772750942	4.61383060687857	1.53475562348977e-05	0.000393351411359289
TPSD1	5.84920860269906	0.878240485185185	4.6136274016113	1.53593323183771e-05	0.000393351411359289
TMEM110-MUSTN1	4.53130998201487	1.66729582999139	4.6008463164562	1.61179245625088e-05	0.000412194232260761
NACC2	9.01322495402314	3.54162063983096	4.59540107569527	1.64520594078699e-05	0.000420144176250481
MATN3	5.99511542923227	1.64424175802469	4.59292604549129	1.66061490904475e-05	0.000423480256819252
KCNJ15	11.261064868261	2.90985031249865	4.59036225814777	1.67672424610832e-05	0.000426985278751563
CHADL	7.02178988361823	2.28488645679012	4.58829480775027	1.68982534950467e-05	0.000429715446271928
CYGB	18.4855995794095	6.88488574796395	4.58665320515863	1.70029868486294e-05	0.000431770643533056
PDPR	27.5456879512242	9.18550463285164	4.58569399255433	1.70644756169202e-05	0.000432723465257716
KLF6	63.9674783964461	43.181205377259	4.58464035199344	1.71322664354067e-05	0.000433833198444976
CD302	20.8127363722897	7.80735447160494	4.5780554422572	1.75619001262402e-05	0.000444082140669649
CALD1	142.795503357701	54.5149144585119	4.57768778530442	1.75861938841761e-05	0.000444082140669649
OLFML3	31.8163310689159	10.5632365703704	4.56972312501788	1.81205593519874e-05	0.000456936730586777
FBXO24	2.45098978477145	0.806599505336877	4.56882022348458	1.81821226509206e-05	0.000457849685442637
TPSG1	2.62125722427929	0.357651929414815	4.56163871560178	1.86790695827398e-05	0.00046970835837934
PHYKPL	64.008568712053	25.402258986518	4.55998366554403	1.87954519174583e-05	0.000471977586049665
CYR61	151.334350576383	41.8987593074074	4.55013208756047	1.95029146753591e-05	0.000489062672866124
PARP3	12.8396128042177	6.42956927513646	4.54794365962711	1.96635434711796e-05	0.000492406764732522
FBLN2	31.8309362305784	8.32398994807615	4.54461193630386	1.9910557407374e-05	0.000497901819930939
CREB3L2	18.247819209481	9.17521822205917	4.54424043199066	1.99382866414359e-05	0.000497905622836964
FAM13C	12.1975714359245	5.38798443155585	4.53851059272238	2.03707407451327e-05	0.000508002381427309
PXDN	101.932323955602	23.9783059001235	4.53574509063289	2.05827077902547e-05	0.000512580398831791
MYO1B	59.828931673553	35.8342733987687	4.51759326567185	2.20280683152752e-05	0.000547819247151919
EOGT	16.2223839980721	9.79035622737563	4.50046018114493	2.34823386706157e-05	0.000582612337116286
LUM	987.34905179892	263.941704037037	4.50035380770158	2.3491652252598e-05	0.000582612337116286
LEPR	14.742829865341	4.09057786270973	4.49003537068945	2.44123193908326e-05	0.000604379578900637
LRRC32	15.1383837221181	7.35792281148926	4.48977186367378	2.44362831679571e-05	0.000604379578900637
ZBTB4	19.4196700158242	9.58229225939196	4.48850140500184	2.45521412872409e-05	0.000606414378852442
KDR	14.2609637278078	5.15606314444444	4.48528777946457	2.48475869437674e-05	0.000612873199822023
PRKCE	7.71129829069531	4.53489891798815	4.48184630733979	2.51678014540872e-05	0.000619166596304669
PLCD3	9.73745854436071	3.830379893814	4.48180866980634	2.5171325488099e-05	0.000619166596304669
ICAM5	3.01796074656534	0.99075642178406	4.47562812377737	2.575655069846e-05	0.000632700031102988
SLC34A2	165.325324478497	32.7504499987654	4.45149983239413	2.81700517024918e-05	0.000691046580826753
TNFRSF1A	48.0929847311737	28.6336853428422	4.44523786334693	2.88313955301619e-05	0.000706310510579475
DAB2	27.1173001463269	9.84350923843127	4.43884619477691	2.95219410723111e-05	0.000722247487886959
TYRO3	13.9352539845752	5.18655825506608	4.43056599040355	3.04403774294667e-05	0.000743709085912071
RIN2	15.0457098579464	9.593158971161	4.42926911093311	3.05867108302938e-05	0.000746274410866155
PPP1R12B	15.3224337923197	6.82018577359319	4.4281055036522	3.07185861869357e-05	0.000748233283149551
SNAI1	9.70925506012895	4.22750902469136	4.42783008561703	3.07498807032383e-05	0.000748233283149551
GAB1	18.4894533875057	6.59429995892217	4.42108466870041	3.15260427402722e-05	0.000766087081663007
COL5A3	12.6605080363923	3.81140934074074	4.4199374142016	3.16599258352582e-05	0.000768306399133852
HEY2	19.8068351145589	4.84297014321196	4.41877429863004	3.17962218887167e-05	0.000770578236511115
PLEKHA8	12.8421835501593	5.79113213350073	4.40838731437661	3.30388470554739e-05	0.000799138208294167
CRIM1	20.8025342751042	8.86869067555556	4.40818747745882	3.30632091717387e-05	0.000799138208294167
FIBIN	7.9902883351327	2.28795635308642	4.40661019736905	3.32561066945736e-05	0.000802725944345624
ACVR2B	10.0503720401724	4.14541862925926	4.4038058050454	3.36017711148376e-05	0.000809707866294298
P2RX1	4.28375050526379	1.05519161080905	4.40328759861768	3.36660239339211e-05	0.000809707866294298
PLCB4	35.7747632302404	12.9217716901363	4.40317580641891	3.36799007248418e-05	0.000809707866294298
PLXNA4	3.60657233881896	1.09415848250914	4.40095806666403	3.39563365238458e-05	0.00081526815949207
ASAP2	36.6882820034037	14.0537490918805	4.39594289850235	3.45895882276105e-05	0.000829369210424314
FAM106A	2.3589616619883	0.553734033333333	4.38756548680728	3.56729596761608e-05	0.000854211255905946
LMCD1	43.630714300238	22.2944818919385	4.38524204807546	3.59791988588886e-05	0.0008604032256917
AVPR2	3.55583021620631	0.890057785974385	4.38317482138651	3.62538057824766e-05	0.000865823364289174
FOXO1	9.78602973699955	4.14831090740741	4.38256189376685	3.63356151501684e-05	0.000866630821051904
LYL1	6.49385518016194	3.2189137308642	4.38082587658731	3.65682975220063e-05	0.000871029830817711
WWC2	12.2270684694573	4.74914434673923	4.37831378435928	3.69075535343531e-05	0.000877952409832338
SNTG1	2.2140888413248	0.499074388403704	4.37298032886963	3.76379587964971e-05	0.000894149139566782
ARPIN	9.46584772445644	5.52299185555556	4.36904308012644	3.81861093877196e-05	0.000905979244409038
COPZ2	17.5660369003091	7.02613826322931	4.36097216188327	3.93340021897833e-05	0.000931988726425903
GPX8	30.2193967634736	8.29256939866868	4.35975466955877	3.9510032895527e-05	0.000934932691911848
CTSO	24.0108769995502	10.6785911111111	4.35665074687851	3.99622671294122e-05	0.000944396247410388
CES1	93.8430394709841	13.1083675136911	4.3450643368563	4.16950187809536e-05	0.00098405694652303
PDLIM2	39.2598893830302	17.5278065870142	4.34295393470673	4.20183568450441e-05	0.000990393515453356
CC2D2A	11.8452834357853	6.43347857580648	4.34098813606999	4.23217201589956e-05	0.000996243360457191
SCTR	6.71315490544954	1.805415007	4.33788938600893	4.28042261007971e-05	0.00100628945605455
MICAL3	81.1519071986831	20.4683889359248	4.33452314778094	4.33344094154656e-05	0.00101742881924087
MYLK	100.476276678394	23.0462028245811	4.33188372852831	4.37545538315076e-05	0.00102454745752791
ATOH8	8.7135931315637	2.64652951379034	4.3317386367214	4.3777763467724e-05	0.00102454745752791
CCL22	1.75349035464088	0.535222896296296	4.33155069830191	4.38078447638629e-05	0.00102454745752791
SFTPC	7995.59382326229	666.485609824438	4.32358931688521	4.51006528902119e-05	0.00105341822501006
ADGRD1	8.31917491632281	2.74230784837125	4.32313201499595	4.51760211928733e-05	0.00105381532640482
ITGA9	8.5818817886383	3.6577815205037	4.32173313331375	4.54073285988962e-05	0.00105784428110074
CHRDL1	55.4045740448925	9.95677170142685	4.3205864219956	4.55977926247285e-05	0.00105968688995614
MFGE8	154.441579939428	59.2083546339845	4.32055029447004	4.56038057876443e-05	0.00105968688995614
MICALL1	14.6961536188242	6.86701327973641	4.30939318456044	4.74979574117779e-05	0.00110228228929261
ZFP36L2	56.2415399955016	29.7885659259259	4.29956539050505	4.92292248847439e-05	0.00114099313901675
SERPING1	272.635297004736	104.310298118834	4.2980781736636	4.94964682364436e-05	0.00114571632565255
CLIC5	15.3983824235248	3.73582339442321	4.29650402806099	4.97808588672621e-05	0.00115082382438978
PCDHGA2	4.05368517530173	0.859513792302414	4.29393387058639	5.02485884631823e-05	0.00116015123363524
KIF13A	17.6295666344732	7.7910320184397	4.28966492030445	5.1034869434283e-05	0.00117680021409448
FBXO17	25.4454287356366	3.73293185107938	4.28920786425185	5.11197537180456e-05	0.00117725402216749
ZNF697	6.5286343802819	2.76876202098765	4.28603440046084	5.17129002885852e-05	0.00118939670663746
MVB12B	31.4458512846769	11.2252456260494	4.28554524154952	5.18049174078114e-05	0.00118999718040462
TGFB1	29.7109626430949	14.601173491358	4.28105710466066	5.26566090656482e-05	0.00120802423974622
RGCC	108.900749433648	45.9320254691358	4.27720828668099	5.33977373422607e-05	0.00122347226867325
ANGPTL2	36.5213787601037	15.635385673336	4.27454512700302	5.3916441283282e-05	0.00123379131479044
FEZ2	28.5645834851875	19.1850698271232	4.26836559294463	5.51388415880257e-05	0.00126016681629342
DPT	39.0226418588844	8.52716114691358	4.26424338455988	5.5969106558319e-05	0.00127752492909033
GJA4	15.0644485111411	5.21770892592593	4.26007656174396	5.68206184245786e-05	0.00129532356774718
COLEC12	11.2563879396911	3.68131814814815	4.24585114645094	5.98229069245003e-05	0.00136204613432768
CARMN	12.1451138038029	3.19419586189231	4.24182605192102	6.06998283059773e-05	0.00138027128471589
ITPR1	9.81899762976087	3.79098820899044	4.24026858501635	6.10424612991797e-05	0.00138565855046634
ABI3BP	46.6913301384452	11.676236480331	4.24005209278052	6.10902357336587e-05	0.00138565855046634
SHC4	2.87323238271701	1.199795604951	4.23408543208421	6.2421220368822e-05	0.00141407168602143
FOLR1	49.7322647228796	11.56691941903	4.23269616489541	6.27351168534786e-05	0.00141940167266862
SAMD4A	5.25812161081367	2.21642881938485	4.22957606267242	6.34456458067744e-05	0.00143368102007674
ALDH2	90.4872328097166	34.9517969876543	4.22447413091758	6.46242467837056e-05	0.00145703412117
CROT	10.3847160290154	6.27725948062568	4.22440437869476	6.46405057356505e-05	0.00145703412117
TRIOBP	32.572435074925	19.9220056819412	4.22291691397878	6.49881683528842e-05	0.00146304411422858
UACA	34.8665061395625	21.6166106015089	4.21810693021923	6.61247880910303e-05	0.00148677839225847
DLX2	39.0761582885861	5.77506816630864	4.21704940309774	6.63772452398691e-05	0.00149059846120129
SULT1C4	18.5314877173189	5.42970229012346	4.20561305193003	6.91674462204655e-05	0.00155132700808758
NRG1	35.3801442826366	7.4853789837467	4.19685805758503	7.13795490942051e-05	0.00159895503585096
GPR20	1.2711034974209	0.259680964197531	4.19555041214493	7.1715748382039e-05	0.00160449546101328
VEGFD	14.8426714604059	1.88665882132099	4.18403238615431	7.4743749484545e-05	0.00167017128334587
ITGBL1	41.9780820664107	10.7229368443676	4.18316617518065	7.49763858363981e-05	0.00167329869749835
LINC00327	1.67393762211276	0.529132372962963	4.18203189547155	7.52820722679957e-05	0.00167804668493662
HRC	14.8624272604009	1.28324900145625	4.17925383721165	7.60358363668228e-05	0.00169247341052967
RNF125	3.11557282481631	1.37810625679012	4.17895710356383	7.61167770340678e-05	0.00169247341052967
SLC19A1	17.7261412468285	8.28043241791727	4.17771889072014	7.64554240709601e-05	0.00169791227749223
TRIP10	35.7349214942345	22.6882719160494	4.174779144865	7.72652605451281e-05	0.00171377443390881
AGER	203.059743782487	31.7615107149994	4.17443890358091	7.7359521663566e-05	0.00171377443390881
NBL1	139.913593328421	51.3972118047945	4.1682737537648	7.90868458935929e-05	0.00174989338555002
TAGLN	503.907162349831	170.857999756122	4.16335434976546	8.04917412526487e-05	0.00177879851691135
ASPA	1.95170050419103	0.839001320987654	4.15534094285581	8.2831853993905e-05	0.00182827521254273
SSC5D	8.97199058840746	2.7254526017476	4.15147317425163	8.39846548757029e-05	0.00185145658581296
CLEC11A	14.9899296332134	6.39026770987654	4.1495624363167	8.45598440173218e-05	0.00186186339479603
KCNA5	1.52256379046334	0.347281613580247	4.14386682784689	8.62969910278365e-05	0.00189779801827965
SEPT10	40.4509128300874	25.3174993093244	4.1403963446565	8.73722764473174e-05	0.00191910760493469
CCL23	6.44471950721248	0.938792108641975	4.13287167594229	8.97481900485614e-05	0.0019688986285866
CNTN4	19.3278150335104	7.40572563875328	4.13214659452744	8.99803925229159e-05	0.00197159707160345
MYH10	47.7016696377403	23.7994145800821	4.1244996042504	9.24647710473483e-05	0.00202357750455742
ZNF366	1.36616226769381	0.442140946296296	4.12351382594827	9.27897985551138e-05	0.00202823221902249
TNIK	29.8729024051025	8.73035366701237	4.12187756125932	9.33317314145628e-05	0.00203761113747271
CXXC5	55.446016117955	22.3651489804869	4.11906242633733	9.42712448492351e-05	0.00205563686685138
RASA2	26.6703345672515	13.7604053037037	4.11135167825587	9.68914477617411e-05	0.00211022326820053
CGGBP1	45.5664780669066	43.711836391358	4.10851163512563	9.78740759914657e-05	0.00212905595424809
TNC	41.8854024870918	14.2734872413774	4.10308866520856	9.9777074253665e-05	0.00216634810053614
USP25	13.2222604665009	9.56705070719554	4.10294380696365	9.98283921155398e-05	0.00216634810053614
CLDN16	1.0633924354146	0.201189826419753	4.09913050090498	0.0001011884734506	0.00219322675648329
PLAC9	30.25274786069	7.16985423537778	4.09861257600799	0.000101374569724035	0.0021946257270593
SH2D3C	14.4787073570701	6.01585716388597	4.09724637941183	0.000101867040745625	0.00220264601276918
GIMAP6	19.8364894174989	6.02154262222222	4.09616432614416	0.000102258719491899	0.00220847031151464
DUSP7	6.99673698620183	5.23431660345679	4.09439547782407	0.000102902124265406	0.00221971069726632
PAG1	7.51669674820474	3.49066894093782	4.08882442798076	0.000104954096537463	0.00226127233052971
ITGA1	27.588390461014	10.4062331523893	4.08756677844014	0.00010542273935972	0.00226866216822378
EFCAB13	14.8057834756957	6.03438169385419	4.08223934643887	0.000107430336328062	0.0023080036403954
PLEC	33.4614880486691	12.7995507950636	4.08203895087163	0.000107506566689146	0.0023080036403954
BMPR1A	22.6323583276652	14.6822932593481	4.0812626849285	0.00010780234914236	0.00231160500447187
RRAD	10.6115700883706	3.26826092176526	4.08072729396929	0.000108006806272934	0.00231324185914332
PLCD1	6.56780770887163	3.84440176044211	4.07928449411907	0.000108559646355738	0.00232232750586831
PCDH12	6.44527652708052	2.23783153333333	4.07644542186192	0.000109655454481364	0.00234299317237991
VIPR1	13.8185824473866	4.10407844934229	4.07552551384787	0.000110012790897683	0.00234784981047004
GSTM2	53.4763877432581	26.1408882105364	4.0731212095752	0.00011095203340227	0.0023650991299622
TMEM130	7.81590888946818	2.03530475368246	4.07141166433939	0.000111624552965952	0.00237662889599087
CBX7	21.1498993702579	9.55177420493827	4.07105843551211	0.000111763997708289	0.00237679502782469
PAPSS1	44.1789948669541	32.8088245768519	4.07033212570305	0.00011205125069095	0.0023801003896766
CACNA1H	19.8987917537677	3.69333874850985	4.06892222997221	0.000112610887086015	0.00238881109306189
VASN	7.97320660262408	3.60409422345679	4.06863318289555	0.000112725951331417	0.00238881109306189
DCHS1	27.5561956606238	9.43099918888889	4.06766681283313	0.000113111466443152	0.00239417060566366
ZBTB38	25.3259854553082	15.0638406001063	4.06572682510745	0.00011388921778706	0.00240781010204376
SYT8	2.66966268085349	0.849739018790025	4.06401087243371	0.000114581434832047	0.00241961146888025
NEDD9	23.1779375499641	9.67005863930794	4.05933114873932	0.000116489856356884	0.00245703779967704
RILPL1	8.94239057344843	5.10546740942464	4.05031837138261	0.00012025175576952	0.00253320273189552
IL17RD	27.0584488463375	4.21393590598765	4.05001239159049	0.000120381497865763	0.00253320273189552
HSPA12A	5.97152061515618	1.65440184214847	4.04711491742533	0.00012161677651394	0.00255621757853223
FLI1	19.4020169030842	9.17709759301999	4.03744017030535	0.00012583025217233	0.00264037023247338
SLC10A7	6.55485237249053	4.36308688213812	4.03725335836699	0.000125912975361926	0.00264037023247338
SMO	26.8898321769456	8.52619685987654	4.03626590941476	0.000126351101562252	0.00264648391961305
SECISBP2L	17.1791205052032	11.6964343567901	4.03498059482303	0.000126923583513075	0.00265539432251283
CD69	27.2908876958614	6.80458478024691	4.034399078121	0.000127183410266148	0.00265775054670753
PCDHGA12	2.13042239696819	0.563412935057083	4.03128207850938	0.00012858484542954	0.00268392992396571
FAM3C	61.9844637194182	44.1397408197531	4.0294302232311	0.000129424470291649	0.00269833580960245
TPSB2	46.3271523877193	7.63901209382716	4.02845365846961	0.000129869359614253	0.00270448822126337
RAPGEF2	29.5187822652227	15.5696572839506	4.02358265559529	0.000132110445085568	0.00274798857836398
HIGD1B	26.4991135861311	7.89904809102072	4.02280575526764	0.000132471303811918	0.00275232380934888
CCR2	8.72716762801948	2.12581727171187	4.02109067514019	0.000133271287716916	0.00276576218359645
EXT1	27.8256011938821	17.4517301604938	4.01986980744679	0.000133843575126439	0.00277325915593417
ANGPTL4	20.9173687811333	5.30512703698982	4.01966515239797	0.00013393973879671	0.00277325915593417
ZMAT3	6.68037982799804	4.99848878061736	4.01654062892826	0.000135416159844143	0.00280061714316838
SELE	2.44978535776485	0.493770319727686	4.0149534996902	0.000136172093551193	0.00281302877467595
GUCY1A3	16.5136599029671	6.61498704835184	4.0107016025175	0.000138217249345199	0.0028520142136315
SNX33	10.2281871325686	4.62545092222222	4.00863691211199	0.000139220967893589	0.00286944586223601
ARID5A	16.5515669416057	9.85212562843248	4.00608924030764	0.000140469127309547	0.0028918701181002
STEAP4	10.1269143205834	2.57230386220988	4.00365139677936	0.000141673532363633	0.0029133435385255
PAPPA2	1.01858642901185	0.181864327530864	4.00325999882369	0.000141867821864747	0.00291401993602732
CCDC80	112.844326531864	32.3121850316368	3.99594105921733	0.000145548390565772	0.00298622294507389
RMDN2	8.21508769421668	4.27673588135824	3.99496522765518	0.000146045989514209	0.0029930310336879
ZNF560	6.74708642314982	0.834405941504856	3.99349483865332	0.000146798859388596	0.00300495674714255
ARHGAP42	6.93061371995765	2.61438636965667	3.99317955424654	0.000146960775836437	0.00300495674714255
MRC2	37.3185932366301	14.0779136466013	3.99155510688329	0.000147797741912689	0.00301865184415565
ACY1	15.5497537853909	10.5236530781124	3.99067985231655	0.000148250594785781	0.0030244796484263
PCDHGB7	8.66938172599462	1.74182438532506	3.98821607324119	0.000149532503921411	0.00304718889198768
GPSM1	39.9832324259198	16.095989309679	3.98602204848819	0.0001506830069557	0.00306556552736609
ARHGEF40	33.6263599062178	17.2062586741276	3.9858494605827	0.000150773868086463	0.00306556552736609
RNASEL	4.74227256212326	2.95468773950617	3.98316735288624	0.000152192672786326	0.00309093217902938
STOM	110.131979830184	56.7477516604938	3.97991956465223	0.000153927867134414	0.00312266027091218
TINAGL1	37.0618016952155	12.3406271788439	3.9764803060659	0.000155786044065796	0.00315680923188321
RTKN	57.791467866986	29.8644152428395	3.97188732196438	0.000158301142161296	0.00320417838758094
SFXN3	25.2640415646257	13.8044777337455	3.96703375770462	0.000161001241887257	0.00325518188384594
ERBB2	33.5891240598159	13.9980273386297	3.96584377885882	0.000161669953749325	0.0032650458780135
EFNA5	16.5793621577973	6.05114145694973	3.96474593102676	0.000162289254057835	0.00327389104135667
XPNPEP2	1.27061914753036	0.193458250864198	3.96395758990809	0.000162735363138434	0.00327922654181298
LIMA1	34.976579418772	30.2991311720614	3.96068661445866	0.000164598947893251	0.0033130813870821
CARD6	4.05416002607587	1.79021519259259	3.96008951543187	0.000164941336822386	0.00331627598700242
CAMK1G	1.22181071265622	0.380089781470614	3.95840947893365	0.000165908372539692	0.00333200852747958
VGLL1	1.43216865710331	0.357846953111111	3.95630924900378	0.000167124920878355	0.00335271160717634
KLHL4	1.97741349983506	0.369287598765432	3.95503644543484	0.000167866343904605	0.00336384776825487
TTLL4	53.4948251898104	20.9969329417974	3.95436500133366	0.000168258737581752	0.00336797284594072
CELF2	24.478476052176	10.0499815791901	3.95382367887571	0.000168575727978107	0.00337058113914143
LINC01193	4.39164802569261	0.322357516345679	3.95248728125568	0.000169360756055623	0.00338253147188526
TMEM204	13.9730836616052	6.27811391986337	3.95154375149813	0.000169917114803055	0.00338989337875044
STAB1	29.3607171308427	16.9910038908642	3.94955878379866	0.000171093290622567	0.00340959090749497
DKKL1	3.26849011961362	1.02051023045626	3.94866432113317	0.000171625844207141	0.00341643287448723
HIF3A	32.2252700979672	5.32453178972228	3.93964778622581	0.000177083693275204	0.00352119612564297
HTR2A	0.762603247533636	0.132808107145057	3.93809865398428	0.000178037998912794	0.00353627730513806
GARNL3	12.1342800117529	5.64314052620728	3.93563288912458	0.000179567147695261	0.00356273060619554
OSBPL5	15.1959847542931	6.76462932357517	3.92625027043449	0.000185501664541154	0.00367643529450114
HERPUD2	13.7744065925347	15.5386500100988	3.92519743343488	0.000186179192533412	0.00368581723814777
QARS	83.80398458501	91.0139382118151	3.92127484932396	0.000188724408871055	0.00373211303632738
PON2	103.917721718926	54.066576278646	3.92012424353304	0.000189477294193998	0.00374290212983876
TNFSF14	1.41159328146649	0.453727374074074	3.91968000572312	0.000189768745146503	0.00374456250668864
CD40LG	2.72158727700855	0.585521239135802	3.91931864252034	0.000190006141284582	0.00374515380010168
ADGRE3	0.924550786790147	0.158563061160573	3.91179288165306	0.000195015301011869	0.00383740718100008
CD55	64.9105013630073	29.7262625255748	3.91165003559763	0.000195111591922352	0.00383740718100008
NME4	89.8697054551919	51.8800551765232	3.91077230127759	0.000195704262980605	0.00384487537335672
NFE2	1.17325278975892	0.333765362515276	3.90657409495054	0.000198562936401581	0.00389598727873373
PIEZO1	25.2061651493255	14.6359002623268	3.90631971540516	0.000198737429172737	0.00389598727873373
COL16A1	40.193448012735	14.0748271652625	3.90484974183867	0.000199748643580778	0.00390615322870713
TRIM5	18.3872212798352	6.64837942965396	3.90474337485969	0.000199822005686769	0.00390615322870713
ABCB1	3.76328865911069	1.17488782549919	3.90462302243813	0.000199905044770168	0.00390615322870713
ODAM	1.11497259982916	0.17159389054743	3.90395275046063	0.000200368114479509	0.0039109689804622
ZFHX4	6.21978015786959	1.57684072385808	3.90307571866584	0.000200975579481007	0.00391858972735377
HHIPL1	1.52422364517919	0.542272113580247	3.9024637286919	0.000201400510797948	0.00392263885917687
PCDHA7	1.74555621134053	0.483437931530864	3.8998508118594	0.000203224469836285	0.00395389849449799
EHD1	19.5869192184831	13.9541901040739	3.89858060279772	0.00020411684812378	0.00396698567586099
COL9A2	50.1026138276776	13.4290800478476	3.89481927254394	0.000206781406316431	0.00401444977531523
TULP1	2.66678785816153	0.634677844336204	3.89328745097514	0.000207876076309719	0.00403136687193554
PCYOX1	19.1178852360351	16.4501169401619	3.88601117618102	0.000213152046054146	0.00412924913251889
CCDC69	16.8555528817395	6.17374131993149	3.87737147896574	0.00021958311600975	0.00424927455472244
LRRC70	3.18313141694388	1.57151843315178	3.87672315344962	0.000220073122827562	0.00425419725123301
MYOF	19.2792457533995	8.10714566034942	3.87081453273564	0.000224587361163367	0.00433681797412257
GUCY2D	1.05154937092218	0.196766365802469	3.86735910679877	0.000227268250348958	0.00438389771372909
SOX11	64.5904230682261	16.7070045604938	3.86407521816089	0.000229844405247873	0.00442885884391713
FLNA	256.96263758307	155.306227384602	3.86211284442265	0.000231397162894044	0.00445402534760338
PGF	68.960020142972	25.4570680658025	3.85848700323076	0.000234292599017729	0.00450430920659974
ITGA5	30.2222393655105	14.3480474009427	3.85821838016481	0.000234508482647674	0.00450430920659974
ADAMTSL3	4.07583562040206	1.72013560494545	3.85673684904714	0.000235702563452637	0.00452243335083673
GAL3ST4	13.913495319636	5.13164459333681	3.85571955305995	0.000236525846040737	0.00453341204911412
EID1	99.3309903922927	103.413983466667	3.85523846966031	0.000236916136833716	0.00453607725401138
PLOD3	44.1369943404883	30.5892621766803	3.85289882044644	0.000238823032557709	0.00456774348816677
SHISA3	2.09729259091318	0.558380834567901	3.84856815186231	0.000242391472162728	0.00462827810893276
KIF13B	22.2944794274879	8.3738818332963	3.8484364928835	0.00024250075275826	0.00462827810893276
PTGDR	1.04255155099265	0.267693002839506	3.84252599981276	0.000247455443102264	0.00471785430328552
B3GALT1	3.86340476963563	0.848248956790123	3.84026669674626	0.000249374836611665	0.00474943320150171
CADM4	75.6548718731444	41.8261598395062	3.83860389699821	0.00025079655322975	0.00477147710069877
CX3CR1	3.86121032495435	0.777558859593261	3.8351826123792	0.000253746208567732	0.00482251346914779
IGSF9B	25.0939632294677	6.68112243575145	3.83358418846329	0.000255135625018145	0.00484382093554427
TACC1	33.9641201281057	17.1074113700893	3.83029538859292	0.000258017293424067	0.0048903412344321
ERGIC1	45.3394661702005	37.6050680909094	3.83017010969514	0.000258127676345267	0.0048903412344321
FOXS1	5.97251945624531	2.26526639876543	3.82823533302972	0.000259838144414408	0.00491758668490789
RARB	10.8806561902038	3.75655899199987	3.82009455086575	0.00026715452045725	0.0050507590228855
GIMAP7	37.2240729184285	11.4239873950617	3.81879679226486	0.000268338896387728	0.00506784390615107
PELO	10.0972591241565	7.74517871604938	3.81079202013496	0.000275755954704901	0.00520248042026854
HES7	0.799392812916316	0.191200512010474	3.80843665273539	0.000277975416623638	0.00523401361401853
BMP4	11.7198147136702	2.95995369203203	3.80840310882621	0.000278007147928206	0.00523401361401853
NOX4	8.03821253800027	3.20804419862459	3.8079325591447	0.000278452635453089	0.00523693993031824
LRIG3	31.6686416890838	14.7894624691358	3.80634066702991	0.000279964801677193	0.0052599006183993
EPS8	26.2510607104044	21.8728288321851	3.80052288820917	0.000285558195118813	0.00535941082418936
PRDM6	1.76511165997691	0.560614505259259	3.79753288955605	0.000288474231476398	0.0054085173928415
FMNL3	14.2298396015633	10.0129323180831	3.79722424634464	0.00028877685375535	0.00540857478688054
FGF2	3.95938780695101	1.45793945465137	3.79461657639657	0.000291345781527521	0.00545103428547087
CD248	15.7770534880792	7.11300009876543	3.79403655562279	0.000291920144009105	0.00545612650112256
POTEI	3.3331267177103	0.652711448271605	3.79056517601897	0.000295380321037189	0.00551508965493945
MAGEC1	10.2988915893717	1.10432601135802	3.78347563865435	0.000302569004568762	0.0056434745635217
TRPM3	1.66853532381152	0.40018023125412	3.78120680837836	0.000304904623618617	0.00568116922542221
